Power Constraint (kW),Specified Cell Count,Flight Level (100x ft),current_A (Value),cathode_rh_in_perc (Value),stoich_cathode (Value),pressure_cathode_in_bara (Value),temp_coolant_inlet_degC (Value),temp_coolant_outlet_degC (Value),current_A (Lower Bound),cathode_rh_in_perc (Lower Bound),stoich_cathode (Lower Bound),pressure_cathode_in_bara (Lower Bound),temp_coolant_inlet_degC (Lower Bound),temp_coolant_outlet_degC (Lower Bound),current_A (Upper Bound),cathode_rh_in_perc (Upper Bound),stoich_cathode (Upper Bound),pressure_cathode_in_bara (Upper Bound),temp_coolant_inlet_degC (Upper Bound),temp_coolant_outlet_degC (Upper Bound),Hydrogen Consumption (g/s),Cell Voltage (V),System Power (kW),Compressor Power (kW),Stack Power (kW)
30.0,450,100,93.8248,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4411,0.7352,29.92,1.12,31.04
150.0,450,120,561.4573,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6396,0.6241,149.89,7.8,157.69
150.0,500,0,464.4359,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.426,0.6504,149.9,1.13,151.03
150.0,500,20,468.7247,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4484,0.6487,149.9,2.13,152.03
150.0,500,40,474.8079,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4802,0.6448,149.9,3.18,153.08
150.0,500,60,481.1169,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5132,0.6408,149.9,4.26,154.16
150.0,500,80,486.9688,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5437,0.6377,149.89,5.37,155.27
150.0,500,100,486.4447,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.541,0.6427,149.89,6.44,156.33
150.0,500,120,490.9731,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5647,0.6415,149.89,7.58,157.47
155.0,400,0,635.772,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6568,0.6139,154.89,1.23,156.12
155.0,400,20,653.0861,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7292,0.602,154.89,2.38,157.26
30.0,450,120,93.7904,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4409,0.7399,29.92,1.3,31.23
155.0,400,40,663.8426,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7741,0.5967,154.88,3.56,158.44
155.0,400,60,668.7519,100.0,1.4,3.0,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7946,0.6675,154.89,23.68,178.56
155.0,400,80,671.2278,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.805,0.5989,154.88,5.93,160.81
155.0,400,100,678.4062,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.835,0.5972,154.88,7.18,162.06
155.0,400,120,688.1383,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8757,0.5935,154.88,8.5,163.38
155.0,450,0,557.118,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6192,0.6227,154.89,1.22,156.11
155.0,450,20,564.7478,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.655,0.6186,154.89,2.31,157.21
155.0,450,40,562.9253,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6465,0.6248,154.89,3.39,158.28
155.0,450,60,571.0629,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6847,0.6204,154.89,4.55,159.44
155.0,450,80,576.298,100.0,1.4,1.1,60.0001,65.0002,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7093,0.6193,154.89,5.72,160.61
30.0,500,0,81.2967,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4247,0.7411,29.93,0.2,30.12
155.0,450,100,573.749,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6973,0.6264,154.89,6.83,161.72
155.0,450,120,587.779,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7633,0.6165,154.88,8.17,163.05
155.0,500,0,492.1123,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5706,0.6344,154.9,1.19,156.09
155.0,500,20,493.2873,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5767,0.6371,154.9,2.25,157.15
155.0,500,40,497.8613,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6006,0.6356,154.9,3.34,158.23
155.0,500,60,501.5471,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6199,0.6354,154.89,4.44,159.34
155.0,500,80,513.0386,100.0,1.4,2.4649,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6799,0.6816,154.89,19.95,174.84
155.0,500,100,506.5414,100.0,1.4,1.1,60.0002,65.0003,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.646,0.638,154.89,6.7,161.6
155.0,500,120,515.7945,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6943,0.6315,154.89,7.96,162.85
160.0,400,0,675.1854,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8215,0.5969,159.89,1.31,161.19
30.0,500,20,81.6648,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4266,0.742,29.93,0.37,30.3
160.0,400,20,678.9984,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8375,0.5978,159.88,2.47,162.36
160.0,400,40,694.9717,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9042,0.5885,159.88,3.73,163.61
160.0,400,60,697.9615,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9167,0.5904,159.88,4.95,164.83
160.0,400,80,695.6084,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9069,0.5967,159.88,6.14,166.02
160.0,400,100,710.8076,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9704,0.5888,159.88,7.52,167.4
160.0,400,120,712.5083,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9775,0.5918,159.88,8.8,168.68
160.0,450,0,579.2924,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7234,0.6182,159.89,1.26,161.16
160.0,450,20,586.6522,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.758,0.6148,159.89,2.4,162.29
160.0,450,40,582.8338,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.74,0.623,159.89,3.51,163.4
160.0,450,60,599.0473,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8163,0.6108,159.89,4.78,164.67
30.0,500,40,81.9896,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4283,0.7434,29.93,0.55,30.48
20.0,400,80,69.144,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.2889,0.7425,19.93,0.61,20.54
160.0,450,80,596.4973,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8043,0.6177,159.89,5.93,165.81
160.0,450,100,599.4453,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8181,0.6192,159.89,7.14,167.02
160.0,450,120,617.6174,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9036,0.6061,159.88,8.58,168.46
160.0,500,0,505.1864,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6389,0.6379,159.9,1.22,161.12
160.0,500,20,512.7428,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6784,0.6328,159.89,2.34,162.23
160.0,500,40,512.2306,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6757,0.6377,159.9,3.43,163.33
160.0,500,60,519.6738,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7146,0.6331,159.9,4.6,164.5
160.0,500,80,522.3089,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7283,0.6343,159.89,5.76,165.66
160.0,500,100,532.308,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7806,0.6272,159.89,7.04,166.93
160.0,500,120,538.1868,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8113,0.6251,159.89,8.31,168.2
30.0,500,60,82.8144,100.0,1.4,1.1,60.0,65.0004,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4326,0.7404,29.93,0.73,30.66
165.0,400,0,707.5069,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9566,0.5875,164.88,1.37,166.25
165.0,400,20,714.5506,100.0,1.4,3.0,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.986,0.6558,164.89,22.56,187.45
165.0,400,40,724.3508,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.027,0.5825,164.88,3.88,168.76
165.0,400,60,718.138,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.001,0.5917,164.88,5.09,169.97
165.0,400,80,738.1671,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0847,0.5805,164.87,6.52,171.39
165.0,400,100,733.0921,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0635,0.5887,164.88,7.76,172.64
165.0,400,120,753.454,100.0,1.4,3.0,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1486,0.6503,164.88,31.11,195.99
165.0,450,0,598.8741,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8155,0.6167,164.89,1.31,166.2
165.0,450,20,610.0304,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8679,0.6098,164.89,2.5,167.39
165.0,450,40,618.9317,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9098,0.6054,164.88,3.73,168.62
30.0,500,80,83.2176,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4347,0.7413,29.93,0.92,30.84
165.0,450,60,625.4479,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9404,0.6036,164.88,4.99,169.87
165.0,450,80,620.1904,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9157,0.6129,164.89,6.16,171.05
165.0,450,100,632.258,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9724,0.606,164.88,7.53,172.41
165.0,450,120,643.1485,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0236,0.6006,164.88,8.94,173.82
165.0,500,0,524.849,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7416,0.6332,164.9,1.27,166.17
165.0,500,20,532.8359,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7833,0.628,164.89,2.43,167.32
165.0,500,40,538.4726,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8128,0.6258,164.89,3.61,168.5
165.0,500,60,540.0286,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8209,0.6284,164.89,4.79,169.68
165.0,500,80,545.4217,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8491,0.6267,164.89,6.02,170.91
165.0,500,100,540.4126,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8229,0.6367,164.89,7.15,172.04
30.0,500,100,83.9904,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4387,0.739,29.92,1.11,31.04
165.0,500,120,549.0728,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8681,0.6315,164.89,8.48,173.37
170.0,400,0,734.0741,100.0,1.4,3.0,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0676,0.6528,169.89,21.79,191.68
170.0,400,20,738.6329,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0867,0.5841,169.88,2.69,172.57
170.0,400,40,731.3877,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0564,0.5941,169.88,3.92,173.81
170.0,400,60,759.2603,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1729,0.5771,169.88,5.38,175.26
170.0,400,80,747.898,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1254,0.5899,169.88,6.6,176.49
170.0,400,100,765.8907,100.0,1.4,3.0,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.2006,0.6528,169.88,30.11,199.99
170.0,400,120,778.4739,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.2532,0.5764,169.87,9.62,179.49
170.0,450,0,630.0284,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9619,0.6041,169.89,1.37,171.26
170.0,450,20,639.5436,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0067,0.5994,169.88,2.62,172.5
30.0,500,120,84.6575,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4422,0.7378,29.92,1.31,31.23
170.0,450,40,641.7821,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0172,0.6016,169.88,3.87,173.75
170.0,450,60,648.5677,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0491,0.5998,169.88,5.17,175.05
170.0,450,80,653.3184,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0714,0.5999,169.88,6.49,176.37
170.0,450,100,661.8706,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1116,0.5968,169.88,7.88,177.76
170.0,450,120,669.1399,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1458,0.595,169.88,9.3,179.17
170.0,500,0,550.6081,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8762,0.622,169.89,1.33,171.23
170.0,500,20,553.964,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.8937,0.6225,169.89,2.52,172.42
170.0,500,40,560.0617,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9255,0.6201,169.89,3.75,173.64
170.0,500,60,566.7,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9602,0.6173,169.89,5.02,174.91
170.0,500,80,566.2707,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.958,0.6221,169.89,6.25,176.14
35.0,400,0,120.1707,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.5022,0.7314,34.93,0.23,35.16
170.0,500,100,568.9347,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9719,0.6237,169.89,7.53,177.41
170.0,500,120,578.5698,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0222,0.6181,169.88,8.93,178.82
175.0,400,0,759.0454,100.0,1.4,3.0,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.172,0.6502,174.89,22.53,197.42
175.0,400,20,759.7589,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1749,0.5846,174.88,2.77,177.65
175.0,400,40,774.064,100.0,1.4,3.0,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.2347,0.6485,174.88,25.92,200.8
175.0,400,60,785.3093,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.2817,0.5744,174.88,5.57,180.45
175.0,400,80,791.532,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.3077,0.5744,174.88,6.99,181.87
175.0,400,100,788.6071,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.2955,0.5808,174.88,8.35,183.22
175.0,400,120,803.498,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.3577,0.575,174.88,9.93,184.8
175.0,450,0,650.1145,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0564,0.6026,174.89,1.42,176.3
35.0,400,20,121.5888,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.5081,0.7272,34.93,0.44,35.37
175.0,450,20,660.765,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1064,0.5973,174.88,2.71,177.59
175.0,450,40,667.3912,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1376,0.5957,174.88,4.02,178.91
175.0,450,60,664.7846,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1253,0.6023,174.89,5.3,180.19
175.0,450,80,676.5439,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1806,0.5965,174.88,6.72,181.6
175.0,450,100,682.5261,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.2087,0.5958,174.88,8.13,183.01
175.0,450,120,688.2494,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.2356,0.5955,174.88,9.56,184.44
175.0,500,0,569.3654,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9741,0.6192,174.89,1.38,176.27
175.0,500,20,571.1181,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.9833,0.6216,174.89,2.6,177.49
175.0,500,40,579.4928,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.027,0.617,174.89,3.88,178.77
175.0,500,60,589.1272,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0774,0.6114,174.89,5.22,180.11
35.0,400,40,121.8725,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.5093,0.7298,34.92,0.65,35.58
175.0,500,80,583.7044,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.049,0.6213,174.89,6.44,181.33
175.0,500,100,592.4298,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.0946,0.6169,174.89,7.84,182.73
175.0,500,120,604.5389,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,3.1579,0.6094,174.88,9.33,184.22
35.0,400,60,121.7432,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.5088,0.7349,34.92,0.86,35.79
35.0,400,80,122.6924,100.0,1.4,1.1,60.0002,65.0002,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.5127,0.7337,34.92,1.08,36.01
35.0,400,100,123.9549,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.518,0.7308,34.92,1.31,36.23
20.0,400,100,69.0432,100.0,1.4,1.1,60.0,65.0002,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.2885,0.748,19.93,0.73,20.66
